provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion,clase_proceso_descripcion
90,Tucumán,Capital,Doc y Loc 2,1875/18,RESOLUCION DE CONTRATO / INCUMPLIMIENTO,2018-08-08,2018-08-08,2019-05-22,Conciliada,2019-04-15,,,,2019-05-22,HOMOLOGACION DE CONVENIO,
90,Tucumán,Concepcion,Civil y Com 2,595/17,DAÑOS Y PERJUICIOS,2017-10-06,2017-10-06,2019-10-03,No celebrada,,,,,,,
90,Tucumán,Concepcion,Civil y Com 2,662/16,DAÑOS Y PERJUICIOS,2016-11-01,2016-11-01,2019-09-03,No Conciliada,,,,,,,
90,Tucumán,Concepcion,Civil y Com 2,704/08,PRESCRIPCION ADQUISITIVA,2008-12-16,2008-12-16,2019-09-10,No Conciliada,2019-09-23,,,,,,
90,Tucumán,Concepcion,Civil y Com 2,392/17,DAÑOS Y PERJUICIOS,2017-07-06,2017-07-06,2019-09-12,No Conciliada,,,,,,,
90,Tucumán,Concepcion,Civil y Com 2,62/16,DAÑOS Y PERJUICIOS,2016-03-03,2016-03-03,2019-09-17,No Conciliada,2019-09-23,,,,,,
90,Tucumán,Concepcion,Civil y Com 2,475/13,PRESCRIPCION ADQUISITIVA,2013-07-30,2013-07-30,2019-09-26,No Conciliada,2019-09-26,,,,,,
90,Tucumán,Capital,Civil y Com 6,2008/17,SUMARISIMO (RESIDUAL),2019-03-15,2019-03-15,2019-07-26,,,,,,,,
90,Tucumán,Capital,Doc y Loc 8,1128/15,DAÑOS Y PERJUICIOS,2016-06-06,2016-06-06,2019-08-28,,,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,465/12,NULIDAD,2012-07-02,2012-07-02,2018-11-13,No Conciliada,2018-10-31,,,,,,
90,Tucumán,Concepcion,Civil y Com 1,281/17,DAÑOS Y PERJUICIOS,2017-05-19,2017-05-19,2018-11-20,No Conciliada,2018-11-07,2019-02-12,No Conciliada,,,,
