provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion
30,Entre Ríos,Chajarí,1,12952/16,ORDINARIO ACCION REIVINDICATORIA,2016-04-28,2016-04-28,2018-07-05,no concilio,,,,,,
30,Entre Ríos,Chajarí,1,12999/16,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-07-01,2016-07-01,,,,,,,,
30,Entre Ríos,Chajarí,1,13157/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-02-13,2017-02-13,2018-07-26,no concilio,,,,2018-08-29,2018-09-05,Transacción
30,Entre Ríos,Chajarí,1,13169/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-02-24,2017-02-24,2018-07-31,no concilio,,,,2018-08-24,2018-08-27,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13239/17,SUMARISIMO,2017-06-14,2017-06-14,2018-08-21,no concilio,2018-08-21,2018-10-23,no concilio,2018-10-23,2018-10-26,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13339/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-11-29,2017-11-29,2018-08-14,no concilio,2018-08-14,2018-11-13,no concilio,2018-11-13,2018-11-28,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13353/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-12-11,2017-12-11,2018-08-02,concilio,,,,2018-08-02,2018-08-03,Conciliación
30,Entre Ríos,Chajarí,1,13245/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-06-23,2017-06-23,2018-08-28,no concilio,2018-08-28,2018-11-27,no concilio,2018-11-27,2018-12-05,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13406/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-03-27,2018-03-27,2018-11-08,no concilio,2018-11-08,2019-02-19,,2018-12-12,2018-12-13,Transacción
30,Entre Ríos,Chajarí,1,13492/18,SUMARISIMO,2018-08-14,2018-08-14,2018-11-29,no concilio,2018-11-29,2019-03-12,,2018-12-20,2018-12-26,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13368/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-12-29,2017-12-29,2018-09-06,no concilio,2018-09-06,2018-12-04,no concilio,2018-12-04,2018-12-07,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13418/18,ORDINARIO DAÑ‘OS Y PERJUICIOS,2018-04-17,2018-04-17,2018-09-20,no concilio,2018-09-20,2018-12-18,no concilio,2018-12-18,2018-12-20,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13295/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-10-09,2017-10-09,2018-09-27,no concilio,2018-09-27,2018-12-21,no concilio,2018-10-31,2018-11-05,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13299/17,ORDINARIO ACCION REIVINDICATORIA,2017-10-02,2017-10-02,2019-05-23,no concilio,2019-05-23,2019-08-13,,,,
30,Entre Ríos,Chajarí,1,13565/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-11-05,2018-11-05,2019-06-06,no concilio,2019-06-06,2019-09-10,,,,
30,Entre Ríos,Chajarí,1,13323/17,ORDINARIO DAÑOS Y PERJUICIOS,2017-11-02,2017-11-02,2019-06-13,no concilio,2019-06-13,2019-09-24,,,,
30,Entre Ríos,Chajarí,1,13662/19,ORDINARIO DAÑOS Y PERJUICIOS,2019-02-11,2019-02-11,2019-07-03,concilio,,,,,2019-07-03,Conciliación
30,Entre Ríos,Chajarí,1,13712/19,ORDINARIO FILIACION,2019-04-17,2019-04-17,2019-07-24,no concilio,2019-07-24,2019-10-11,,,,
30,Entre Ríos,Chajarí,1,13653/19,ORDINARIO DAÑOS Y PERJUICIOS,2019-02-06,2019-02-06,2019-07-25,no concilio,2019-07-25,2019-10-22,,,,
30,Entre Ríos,Chajarí,1,13692/19,ORDINARIO COBRO DE PESOS,2019-03-29,2019-03-29,2019-07-30,no concilio,2019-07-30,2019-10-29,,,,
30,Entre Ríos,Chajarí,1,13660/19,SUMARISIMO,2019-02-11,2019-02-11,2019-07-31,no concilio,2019-07-31,2019-10-29,,,,
30,Entre Ríos,Chajarí,1,13556/18,ORDINARIO,2018-10-26,2018-10-26,2019-08-08,no concilio,2019-08-08,2019-11-05,,,,
30,Entre Ríos,Chajarí,1,13649/19,SUMARISIMO (CIVIL),2019-02-01,2019-02-01,2019-08-14,no_realizada,,,,,,
30,Entre Ríos,Chajarí,1,13696/19,ORDINARIO ACCION REIVINDICATORIA,2019-04-01,2019-04-01,2019-09-05,no concilio,2019-09-20,2020-02-11,,,,
30,Entre Ríos,Chajarí,1,13649/19,SUMARISIMO (CIVIL),2019-02-01,2019-02-01,2019-09-11,no concilio,2019-09-11,2019-11-26,,,,
30,Entre Ríos,Chajarí,1,13421/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-04-18,2018-04-18,2019-09-12,no concilio,2019-09-12,2019-03-03,,,,
30,Entre Ríos,Chajarí,1,13461/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-06-28,2018-06-28,2019-09-26,no concilio,2019-09-26,2019-12-10,,,,
30,Entre Ríos,Chajarí,1,13128/16,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-12-27,2016-12-27,,,,,,2019-03-07,2019-04-04,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13558/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-10-26,2018-10-26,2019-04-30,concilio,,,,2019-04-30,2019-04-30,Conciliación
30,Entre Ríos,Chajarí,1,13113/16,ORDINARIO DAÑOS Y PERJUICIOS,2016-12-05,2016-12-05,2018-12-11,no concilio,2018-12-11,2019-04-09,no concilio,2019-05-16,2019-06-26,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13153/17,ORDINARIO DAÑOS Y PERJUICIOS,2017-02-08,2017-02-08,2018-12-20,no concilio,2018-12-20,2019-04-16,no concilio,2019-06-18,2019-07-05,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13267/17,ORDINARIO DAÑOS Y PERJUICIOS,2017-08-17,2017-08-17,2018-11-20,no concilio,2018-11-20,2019-03-19,no concilio,2019-04-24,2019-05-15,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13375/18,ORDINARIO DAÑ‘OS Y PERJUICIOS,2018-02-07,2018-02-07,2018-10-02,no concilio,2018-10-02,2019-02-05,no concilio,2019-02-05,2019-02-20,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13620/18,SUMARISIMO (CIVIL),2018-12-21,2018-12-21,2019-04-10,no concilio,2019-04-10,2019-07-02,no concilio,2019-07-02,2019-07-23,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13437/18,ORDINARIO ACCION REIVINDICATORIA,2018-05-15,2018-05-15,2019-05-30,no concilio,2019-05-30,2019-08-06,no concilio,2019-08-06,2019-08-14,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13601/18,USUCAPION,2018-12-20,2018-12-20,2019-05-30,no concilio,2019-05-30,2019-09-03,no concilio,2019-09-03,2019-09-11,Sent.Definitiva
30,Entre Ríos,Chajarí,1,13674/19,ORDINARIO DAÑOS Y PERJUICIOS,2019-02-20,2019-02-20,2019-06-12,no concilio,2019-06-12,2019-10-10,no concilio,2019-09-19,2019-09-26,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4075/15,ORDINARIO DAÑ‘OS Y PERJUICIOS,2015-07-08,2015-07-08,2018-07-02,no concilio,,,,,,
30,Entre Ríos,Chajarí,2,4423/16,ORDINARIO ACCION DE NULIDAD,2016-10-26,2016-10-26,2018-08-16,no concilio,2018-08-16,,no concilio,,,
30,Entre Ríos,Chajarí,2,4704/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-12-19,2017-12-19,2018-07-31,no concilio,,,no concilio,,,
30,Entre Ríos,Chajarí,2,4748/18,ORDINARIO DAÑ‘OS Y PERJUICIOS,2018-03-16,2018-03-16,2018-07-24,no concilio,,,no concilio,,,
30,Entre Ríos,Chajarí,2,4480/16,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-12-23,2016-12-23,2018-07-04,no concilio,,,,2018-11-30,2018-12-03,Transacción
30,Entre Ríos,Chajarí,2,4926/18,ORDINARIO COBRO DE PESOS,2018-11-07,2018-11-07,2019-05-02,no concilio,2019-05-02,2019-07-04,,,,
30,Entre Ríos,Chajarí,2,4763/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-03-27,2018-03-27,2019-05-27,no concilio,2019-05-27,2019-07-25,,,,
30,Entre Ríos,Chajarí,2,4648/17,ORDINARIO ACCION REIVINDICATORIA,2017-10-13,2017-10-13,2019-05-30,concilio,,,,,2019-05-30,Conciliación
30,Entre Ríos,Chajarí,2,4927/18,USUCAPION,2018-11-08,2018-11-08,2019-06-11,no concilio,2019-06-11,2019-09-12,,,,
30,Entre Ríos,Chajarí,2,4865/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-09-03,2018-09-03,2019-07-02,no concilio,2019-07-02,2019-09-26,,,,
30,Entre Ríos,Chajarí,2,4972/18,ORDINARIO DAÑOS Y PERJUICIOS,2018-12-20,2018-12-20,2019-07-26,no concilio,2019-07-26,2019-10-17,,,,
30,Entre Ríos,Chajarí,2,4525/17,ORDINARIO ACCION DE NULIDAD,2017-03-09,2017-03-09,2019-07-29,no concilio,2019-07-29,2019-10-24,,,,
30,Entre Ríos,Chajarí,2,5026/19,EXPROPIACION,2019-02-18,2019-02-18,2019-08-06,no concilio,2019-08-06,2019-10-31,,,,
30,Entre Ríos,Chajarí,2,4878/18,ORDINARIO ESCRITURACION,2018-09-20,2018-09-20,2019-08-13,no concilio,2019-08-13,2019-11-07,,,,
30,Entre Ríos,Chajarí,2,4608/17,ORDINARIO DAÑOS Y PERJUICIOS,2017-08-08,2017-08-08,2019-02-19,no concilio,2019-02-19,2019-05-23,no concilio,,,
30,Entre Ríos,Chajarí,2,3583/14,USUCAPION,2014-02-19,2014-02-19,2019-02-20,no concilio,2019-02-20,2019-04-04,no concilio,,,
30,Entre Ríos,Chajarí,2,4913/18,SUMARISIMO (CIVIL),2018-10-31,2018-10-31,2019-04-17,no concilio,2019-04-17,2019-06-27,no concilio,,,
30,Entre Ríos,Chajarí,2,5033/19,SUMARISIMO,2019-02-25,2019-02-25,2019-05-17,no concilio,2018-05-17,,no concilio,,,
30,Entre Ríos,Chajarí,2,5033/19,SUMARISIMO,2019-02-25,2019-02-25,2019-05-24,no concilio,2019-05-24,2019-08-08,no concilio,,,
30,Entre Ríos,Chajarí,2,5018/19,ORDINARIO DAÑOS Y PERJUICIOS,2019-02-13,2019-02-13,2019-05-28,no concilio,2019-05-28,2019-08-22,no concilio,,,
30,Entre Ríos,Chajarí,2,4628/17,ORDINARIO DAÑOS Y PERJUICIOS,2017-09-20,2017-09-20,,,,,no concilio,,,
30,Entre Ríos,Chajarí,2,1829/11BIS,ORDINARIO,2011-08-02,2011-08-02,2018-10-09,no concilio,2018-10-09,2018-12-06,,2018-12-28,2019-03-11,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4434/16,ORDINARIO DAÑOS Y PERJUICIOS,2016-10-31,2016-10-31,2018-11-01,no concilio,2018-11-01,2019-02-14,,2019-03-13,2019-05-28,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4476/16,ORDINARIO ACCION REIVINDICATORIA,2016-12-16,2016-12-16,2018-11-20,no concilio,2018-11-20,2018-03-14,,2019-04-04,2019-06-14,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4630/17,USUCAPION,2017-09-21,2017-09-21,2018-09-06,no concilio,2018-09-06,2018-11-08,no concilio,2018-11-09,2019-03-21,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4709/17,DESALOJO,2017-12-21,2017-12-21,2018-12-11,no concilio,2018-12-11,2019-03-28,,2019-03-29,2019-07-30,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4880/18,SUMARISIMO (CIVIL),2018-09-26,2018-09-26,2018-12-28,no concilio,2018-12-28,2019-05-16,,2019-03-28,2019-03-29,Transacción
30,Entre Ríos,Chajarí,2,4662/17,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-10-31,2017-10-31,2018-09-21,no concilio,2018-08-16,,no concilio,2019-02-20,2019-04-25,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4708/17,DESALOJO,2017-12-21,2017-12-21,2018-12-14,no concilio,2018-12-14,2019-04-11,no concilio,2019-04-12,2019-07-30,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4715/17,COBRO DE PESOS,2017-12-22,2017-12-22,2018-11-23,no concilio,2018-11-23,2019-02-26,no concilio,2019-02-28,2019-03-13,Sent.Definitiva
30,Entre Ríos,Chajarí,2,4866/18,DESALOJO,2018-09-05,2018-09-05,2019-02-27,no concilio,2019-02-27,2019-05-09,no concilio,2019-07-22,2019-08-05,Sent.Definitiva
30,Entre Ríos,Colón,1,12392-14,ORDINARIO ACCIDENTES DE TRANSITO,2014-09-16,2014-09-16,2018-10-03,no concilio,2018-10-03,2019-02-11,,,,
30,Entre Ríos,Colón,1,13073-15,USUCAPION,2015-11-05,2015-11-05,2018-12-17,no concilio,2018-12-17,2018-03-18,,,,
30,Entre Ríos,Colón,1,13731-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-05-23,2017-05-23,2018-12-03,no concilio,2018-12-03,2018-03-04,,,,
30,Entre Ríos,Colón,1,14058-18,ORDINARIO,2018-02-14,2018-02-14,2018-12-10,no concilio,2018-12-10,2018-03-13,,,,
30,Entre Ríos,Colón,1,13901-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-09-27,2017-09-27,2019-02-20,concilio,2019-02-20,2019-05-21,,,2019-02-20,Conciliación
30,Entre Ríos,Colón,1,14165-18,ORDINARIO RESTRICCIONES Y LIMITES AL DOMINIO,2018-05-07,2018-05-07,2019-03-08,no concilio,2019-03-08,2019-06-06,,,,
30,Entre Ríos,Colón,1,14009-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-12-13,2017-12-13,2019-04-08,no concilio,2019-04-08,2019-07-08,,,,
30,Entre Ríos,Colón,1,14037-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-12-28,2017-12-28,2019-06-12,no concilio,2019-06-12,2019-09-10,,,,
30,Entre Ríos,Colón,1,14320-18,ORDINARIO DAÑOS Y PERJUICIOS,2018-09-24,2018-09-24,2019-06-26,no concilio,2019-06-26,2019-10-24,,,,
30,Entre Ríos,Colón,1,13923-17,ORDINARIO COBRO DE PESOS,2017-10-11,2017-10-11,2019-08-07,concilio,2019-08-07,2019-11-05,,,2019-08-07,Conciliación
30,Entre Ríos,Colón,1,14030-17,USUCAPION,2017-12-27,2017-12-27,2019-08-28,no concilio,2019-08-28,2019-11-26,,,,
30,Entre Ríos,Colón,1,13793-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-06-30,2017-06-30,2019-09-02,no concilio,2019-09-02,2019-12-02,,,,
30,Entre Ríos,Colón,1,12727-15,ORDINARIO ACCIDENTES DE TRANSITO,2015-04-13,2015-04-13,2019-09-04,no concilio,2019-08-28,2019-12-03,,,,
30,Entre Ríos,Colón,1,14079-18,ORDINARIO DAÑOS Y PERJUICIOS,2018-03-01,2018-03-01,2019-09-11,no concilio,2019-09-11,2019-12-10,,,,
30,Entre Ríos,Colón,1,14093-18,USUCAPION,2018-03-07,2018-03-07,2019-09-13,no concilio,2019-09-13,2019-12-11,,,,
30,Entre Ríos,Colón,1,13782-17,USUCAPION,2017-06-22,2017-06-22,2019-09-25,no concilio,2019-09-25,2019-12-27,,,,
30,Entre Ríos,Colón,1,14455-18,SUMARISIMO,2018-12-27,2018-12-27,2019-09-27,concilio,2019-09-27,2019-12-26,,,2019-09-27,Conciliación
30,Entre Ríos,Colón,1,14079-18,ORDINARIO DAÑOS Y PERJUICIOS,2018-03-01,2018-03-01,2019-09-30,no concilio,,,,,,
30,Entre Ríos,Colón,1,13917-17,ORDINARIO COBRO DE PESOS,2017-10-06,2017-10-06,2018-12-05,no concilio,2018-12-05,2018-03-06,no concilio,,,
30,Entre Ríos,Colón,1,13945-17,USUCAPION,2017-10-27,2017-10-27,2018-12-12,no concilio,2018-12-12,2018-03-12,no concilio,,,
30,Entre Ríos,Colón,1,14108-18,INTERDICTO DE RECOBRAR,2018-03-22,2018-03-22,2018-09-19,no concilio,,,no concilio,,,
30,Entre Ríos,Colón,1,13132-15,ORDINARIO ACCION REIVINDICATORIA,2015-12-15,2015-12-15,2019-02-13,no concilio,2019-02-13,2019-05-14,no concilio,,,
30,Entre Ríos,Colón,1,14127-18,ORDINARIO COBRO DE PESOS,2018-04-09,2018-04-09,2019-02-18,no concilio,2019-02-18,2019-05-20,no concilio,,,
30,Entre Ríos,Colón,1,13847-17,USUCAPION,2017-08-18,2017-08-18,2019-03-11,no concilio,2019-03-11,2019-07-10,no concilio,,,
30,Entre Ríos,Colón,1,12066-14,ORDINARIO,2014-03-21,2014-03-21,2019-03-13,no concilio,2019-03-13,2019-06-12,no concilio,,,
30,Entre Ríos,Colón,1,13633-17,ORDINARIO ACCION REIVINDICATORIA,2017-03-01,2017-03-01,2019-03-20,no concilio,,,no concilio,,,
30,Entre Ríos,Colón,1,7721-26-07,USUCAPION,2007-06-01,2007-06-01,2019-04-15,no concilio,,,no concilio,,,
30,Entre Ríos,Colón,1,13796-17,ORDINARIO DAÑOS Y PERJUICIOS,2017-07-04,2017-07-04,2019-04-17,no concilio,2019-04-17,2019-07-17,no concilio,,,
30,Entre Ríos,Colón,1,14246-18,USUCAPION,2018-06-27,2018-06-27,2019-04-24,no concilio,2019-04-24,2019-07-23,no concilio,,,
30,Entre Ríos,Colón,1,13818-17,USUCAPION,2017-07-26,2017-07-26,2019-04-29,no concilio,2019-04-29,2019-07-31,no concilio,,,
30,Entre Ríos,Colón,1,13521-16,ORDINARIO ACCION REIVINDICATORIA,2016-11-01,2016-11-01,2019-05-31,no concilio,2019-05-31,2019-08-29,no concilio,,,
30,Entre Ríos,Colón,1,12302-14,DIVISION DE CONDOMINIO,2014-07-30,2014-07-30,2018-12-19,no concilio,2018-12-19,,,2019-08-22,2019-09-20,Sent.Definitiva
30,Entre Ríos,Colón,1,13776-17,USUCAPION,2017-06-15,2017-06-15,2018-08-16,no concilio,2018-08-16,2018-10-01,,2018-11-23,2019-03-14,Sent.Definitiva
30,Entre Ríos,Colón,1,14083-18,SUMARISIMO,2018-03-02,2018-03-02,2018-09-24,no concilio,2018-09-24,2018-12-26,no concilio,2018-12-05,2019-03-19,Sent.Definitiva
30,Entre Ríos,Colón,1,14338-18,ORDINARIO DAÑOS Y PERJUICIOS,2018-10-03,2018-10-03,,,,,,,,
30,Entre Ríos,Colón,2,13100,ORDINARIO,2016-12-23,2016-12-23,2018-07-31,concilio,,,,,2018-07-31,Conciliación
30,Entre Ríos,Colón,2,13141,ORDINARIO,2017-02-21,2017-02-21,2018-08-22,no concilio,,,,2018-11-01,2018-12-27,Sent.Definitiva
30,Entre Ríos,Colón,2,13290,USUCAPION,2017-06-23,2017-06-23,2019-03-21,no concilio,2019-03-21,,,,,
30,Entre Ríos,Colón,2,11136,ORDINARIO DAÑOS Y PERJUICIOS,2013-06-27,2013-06-27,2019-06-27,no_realizada,,,,,,
30,Entre Ríos,Colón,2,13154,USUCAPION,2017-03-09,2017-03-09,2019-07-30,no concilio,2019-07-30,2019-10-29,,,,
30,Entre Ríos,Colón,2,11136,ORDINARIO DAÑOS Y PERJUICIOS,2013-06-27,2013-06-27,2019-08-01,no concilio,2019-08-01,2020-03-31,,,,
30,Entre Ríos,Colón,2,13045,USUCAPION,2016-11-18,2016-11-18,2019-08-13,no concilio,2019-08-13,2019-11-12,,,,
30,Entre Ríos,Colón,2,12218,USUCAPION,2015-04-27,2015-04-27,2019-08-15,no concilio,2019-08-15,2019-11-21,,,,
30,Entre Ríos,Colón,2,13875,ORDINARIO DAÑOS Y PERJUICIOS,2018-11-09,2018-11-09,2019-08-22,no_realizada,,,,,,
30,Entre Ríos,Colón,2,13652,USUCAPION,2018-05-04,2018-05-04,2019-08-27,no concilio,2019-08-27,2019-12-03,,,,
30,Entre Ríos,Colón,2,12911,USUCAPION,2016-07-28,2016-07-28,2019-09-05,no concilio,2019-09-05,2019-12-05,,,,
30,Entre Ríos,Colón,2,13875,ORDINARIO DAÑOS Y PERJUICIOS,2018-11-09,2018-11-09,2019-09-19,no concilio,2019-09-19,2019-12-12,,,,
30,Entre Ríos,Colón,2,13957,ORDINARIO DAÑOS Y PERJUICIOS,2018-12-26,2018-12-26,2019-09-24,no concilio,2019-09-24,2020-02-11,,,,
30,Entre Ríos,Colón,2,13024,ORDINARIO,2016-11-02,2016-11-02,2018-11-08,no concilio,2018-11-08,2019-02-26,no concilio,,,
30,Entre Ríos,Colón,2,12367,DESALOJO,2020-06-22,2020-06-22,2018-08-30,no_realizada,,,no concilio,,,
30,Entre Ríos,Colón,2,12367,DESALOJO,2015-06-22,2015-06-22,2019-02-12,no concilio,2019-02-12,2019-05-16,no concilio,,,
30,Entre Ríos,Colón,2,13464,ORDINARIO,2017-11-08,2017-11-08,2019-02-19,no concilio,2019-02-19,2019-05-28,no concilio,,,
30,Entre Ríos,Colón,2,13633,USUCAPION,2018-04-17,2018-04-17,2019-06-04,no concilio,2019-06-04,2019-09-03,no concilio,,,
30,Entre Ríos,Colón,2,13550,USUCAPION,2018-02-08,2018-02-08,2019-06-11,no concilio,2019-06-11,2019-09-10,no concilio,,,
30,Entre Ríos,Colón,2,12272,ORDINARIO,2015-05-19,2015-05-19,2018-09-05,no concilio,,,no concilio,2019-02-12,2019-04-15,Sent.Definitiva
30,Entre Ríos,Colón,2,13371,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-09-06,2017-09-06,2018-08-28,no concilio,2018-08-28,2018-10-31,no concilio,2018-12-18,2019-03-22,Sent.Definitiva
30,Entre Ríos,Colón,2,13213,ORDINARIO,2017-04-24,2017-04-24,2019-03-12,no_realizada,,,,2019-04-01,2019-04-04,Conciliación
30,Entre Ríos,Colón,2,13213,ORDINARIO,2017-04-24,2017-04-24,2019-04-16,concilio,,,,2019-04-01,2019-04-04,Conciliación
30,Entre Ríos,Colón,2,11252,USUCAPION,2013-09-10,2013-09-10,2018-11-06,no concilio,2018-11-06,2019-03-07,no concilio,2019-06-05,2019-08-20,Sent.Definitiva
30,Entre Ríos,Colón,2,12474,USUCAPION,2015-09-03,2015-09-03,2018-11-27,no concilio,2018-11-27,2019-03-14,no concilio,2019-05-16,2019-07-03,Sent.Definitiva
30,Entre Ríos,Colón,2,13407,ORDINARIO ACCION REIVINDICATORIA,2017-10-03,2017-10-03,2018-12-11,no concilio,2018-12-11,2019-03-19,no concilio,2019-05-24,2019-07-29,Sent.Definitiva
30,Entre Ríos,Concordia,1,10981,ORDINARIO ACCION REIVINDICATORIA,2014-02-04,2014-02-04,2018-08-16,no concilio,2018-08-16,2018-10-30,no concilio,2018-11-26,2018-11-30,Sent.Definitiva
30,Entre Ríos,Concordia,1,11974,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-12-29,2016-12-29,2018-09-06,concilio,,,,,2018-09-06,Conciliación
30,Entre Ríos,Concordia,1,12209,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-09-04,2017-09-04,2018-08-14,no concilio,2018-08-14,2018-10-24,no concilio,2018-10-24,2018-10-31,Sent.Definitiva
30,Entre Ríos,Concordia,1,12276,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-11-03,2017-11-03,2018-09-11,no concilio,2018-09-11,2018-12-04,no concilio,2018-12-04,2018-12-17,Sent.Definitiva
30,Entre Ríos,Concordia,1,12469,ORDINARIO,2020-05-07,2020-05-07,2018-10-16,no_realizada,,,,2018-10-31,2018-10-31,Transacción
30,Entre Ríos,Concordia,1,12667,ORDINARIO (CIVIL),2018-10-01,2018-10-01,2019-05-09,concilio,,,,,2019-05-09,Conciliación
30,Entre Ríos,Concordia,1,12535,ORDINARIO DAÑOS Y PERJUICIOS,2018-06-19,2018-06-19,2019-05-21,no concilio,,,,,,
30,Entre Ríos,Concordia,1,12721,ORDINARIO CUMPLIMIENTO DE CONTRATO,2018-11-06,2018-11-06,2019-05-28,no concilio,2019-05-28,,,,,
30,Entre Ríos,Concordia,1,12067,ORDINARIO DAÑOS Y PERJUICIOS,2017-04-24,2017-04-24,2019-06-26,no concilio,2019-06-26,2019-10-02,,,,
30,Entre Ríos,Concordia,1,12763,USUCAPION,2018-12-10,2018-12-10,2019-08-06,no concilio,2019-08-06,2019-10-30,,,,
30,Entre Ríos,Concordia,1,12808,ORDINARIO DAÑOS Y PERJUICIOS,2019-02-25,2019-02-25,2019-08-20,no concilio,2019-08-20,2019-11-13,,,,
30,Entre Ríos,Concordia,1,12612,ORDINARIO,2018-08-22,2018-08-22,2019-09-04,no concilio,2019-09-04,2019-11-27,,,,
30,Entre Ríos,Concordia,1,12757,COBRO DE PESOS,2018-12-04,2018-12-04,2019-09-19,no concilio,2019-09-19,2019-11-06,,,,
30,Entre Ríos,Concordia,1,12018,ORDINARIO DAÑOS Y PERJUICIOS,2017-03-14,2017-03-14,2018-12-18,no concilio,2018-12-18,2019-04-17,no concilio,,,
30,Entre Ríos,Concordia,1,12325,COBRO DE PESOS,2017-12-07,2017-12-07,2018-12-11,no concilio,2018-12-11,2019-04-03,no concilio,,,
30,Entre Ríos,Concordia,1,12465,DESALOJO,2018-05-04,2018-05-04,2019-02-13,no concilio,2019-02-13,2019-05-07,concilio,,2019-05-07,Conciliación
30,Entre Ríos,Concordia,1,12520,USUCAPION,2018-06-07,2018-06-07,2019-03-21,no concilio,2019-03-21,2019-06-12,no concilio,,,
30,Entre Ríos,Concordia,1,12172,ORDINARIO DAÑOS Y PERJUICIOS,2017-08-02,2017-08-02,2019-04-16,no concilio,2019-04-16,2019-07-25,no concilio,,,
30,Entre Ríos,Concordia,1,12651,ORDINARIO DAÑOS Y PERJUICIOS,2018-09-20,2018-09-20,2019-06-18,no concilio,2019-06-18,2019-09-25,no concilio,,,
30,Entre Ríos,Concordia,1,12305,SUMARISIMO,2017-11-24,2017-11-24,2018-08-23,no concilio,2018-08-23,2018-11-07,no concilio,2019-02-18,2019-03-06,Sent.Definitiva
30,Entre Ríos,Concordia,1,11717,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-04-28,2016-04-28,2018-09-04,no concilio,2018-09-04,2018-11-28,no concilio,2019-03-26,2019-04-05,Sent.Definitiva
30,Entre Ríos,Concordia,1,11793,USUCAPION,2016-07-07,2016-07-07,2018-09-20,no concilio,2018-09-20,2018-12-19,no concilio,2019-06-03,2019-06-19,Sent.Definitiva
30,Entre Ríos,Concordia,1,12497,COBRO DE PESOS,2018-05-18,2018-05-18,2019-02-20,no concilio,2019-02-20,,,2019-08-27,2019-09-30,Sent.Definitiva
30,Entre Ríos,Concordia,1,12677,ORDINARIO DAÑOS Y PERJUICIOS,2018-10-08,2018-10-08,2019-03-06,concilio,,,,2019-03-06,2019-03-06,Conciliación
30,Entre Ríos,Concordia,1,11704,ORDINARIO DAÑOS Y PERJUICIOS,2016-04-20,2016-04-20,2019-04-09,no concilio,2019-04-09,2019-07-03,,2019-07-02,2019-07-03,Transacción
30,Entre Ríos,Concordia,1,12707,ORDINARIO,2018-10-29,2018-10-29,2019-05-14,no concilio,2019-05-14,,,2019-06-27,2019-08-14,Sent.Definitiva
