provincia_id,provincia_nombre,localidad_nombre,juzgado_numero,causa_id,causa_objeto_litigio_descripcion,causa_fecha_recepcion,causa_fecha_ingreso,audiencia_preliminar_fecha,audiencia_preliminar_resultado,apertura_prueba_fecha,audiencia_vista_causa_fecha,audiencia_vista_causa_resultado,llamamiento_autos_fecha,proceso_finalización_fecha,proceso_resultado_descripcion
30,Entre Ríos,Uruguay,2,8712,ORDINARIO DAÑOS Y PERJUICIOS,2017-12-22,2017-12-22,2019-09-12,no concilio,2019-12-10,2019-12-10,,,,
30,Entre Ríos,Uruguay,2,8169,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-09-14,2016-09-14,2018-10-23,no concilio,2018-10-23,,no concilio,,,
30,Entre Ríos,Uruguay,2,8872,DESALOJO,2018-05-16,2018-05-16,2018-11-21,no concilio,2018-11-21,2018-03-19,no concilio,,,
30,Entre Ríos,Uruguay,2,8734,USUCAPION,2018-02-06,2018-02-06,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,6958,DESALOJO,2014-04-24,2014-04-24,2019-04-01,no concilio,2019-04-01,2019-07-25,no concilio,,,
30,Entre Ríos,Uruguay,2,7927,SUMARISIMO,2015-07-29,2015-07-29,2019-04-15,no concilio,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8967,ORDINARIO DAÑOS Y PERJUICIOS,2018-08-13,2018-08-13,2019-05-21,no concilio,2019-05-21,2019-09-10,no concilio,,,
30,Entre Ríos,Uruguay,2,8366,ORDINARIO DAÑOS Y PERJUICIOS,2017-03-23,2017-03-23,2019-05-23,no concilio,2019-05-23,2019-09-17,no concilio,,,
30,Entre Ríos,Uruguay,2,7927,SUMARISIMO,2015-07-29,2015-07-29,2019-06-05,no concilio,2019-06-05,2019-09-19,no concilio,,,
30,Entre Ríos,Uruguay,2,8820,ORDINARIO,2018-04-13,2018-04-13,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,5226,USUCAPION,2010-04-29,2010-04-29,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8698,USUCAPION,2017-12-11,2017-12-11,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,6200,USUCAPION,2012-08-14,2012-08-14,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8472,USUCAPION,2017-06-07,2017-06-07,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,9031,EXPROPIACION INVERSA,2018-10-04,2018-10-04,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8669,DESALOJO,2017-11-13,2017-11-13,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8225,USUCAPION,2016-10-27,2016-10-27,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8913,USUCAPION,2018-06-18,2018-06-18,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8743,ORDINARIO ACCION REIVINDICATORIA,2018-02-15,2018-02-15,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,9031,EXPROPIACION INVERSA,2018-10-04,2018-10-04,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,7900,USUCAPION,2016-03-09,2016-03-09,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8709,USUCAPION,2017-12-21,2017-12-21,,,,,no concilio,,,
30,Entre Ríos,Uruguay,2,8511,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-07-07,2017-07-07,2018-10-30,no concilio,2018-10-30,,,2019-03-28,2019-08-12,Sent.Definitiva
30,Entre Ríos,Uruguay,2,8774,USUCAPION,2018-03-12,2018-03-12,,,,,no concilio,2018-11-06,2019-04-08,Sent.Definitiva
30,Entre Ríos,Uruguay,2,8775,DESALOJO Y COBRO ALQUILERES,2018-03-12,2018-03-12,2018-09-18,no concilio,2018-09-18,,,2019-03-07,2019-07-26,Sent.Definitiva
30,Entre Ríos,Uruguay,2,8818,SUMARISIMO,2018-04-11,2018-04-11,2018-08-08,no concilio,2018-08-08,,,2018-12-05,2019-03-11,Sent.Definitiva
30,Entre Ríos,Uruguay,2,8262,USUCAPION,2016-11-30,2016-11-30,,,,,no concilio,2019-02-12,2019-06-12,Sent.Definitiva
30,Entre Ríos,Uruguay,2,8806,USUCAPION,2018-03-28,2018-03-28,,,,,no concilio,2019-02-21,2019-08-01,Sent.Definitiva
30,Entre Ríos,Victoria,1,10822,ORDINARIO,2013-06-28,2013-06-28,,,,,no concilio,,,
30,Entre Ríos,Victoria,1,11473,USUCAPION,2014-06-09,2014-06-09,2018-10-29,concilio,,,,,2018-10-29,Conciliación
30,Entre Ríos,Victoria,1,11904,ORDINARIO DAÑ‘OS Y PERJUICIOS,2015-02-26,2015-02-26,,,,,concilio,2018-09-06,2018-09-06,Conciliación
30,Entre Ríos,Victoria,1,13225,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-03-03,2017-03-03,2018-08-07,concilio,,,,,2018-08-07,Conciliación
30,Entre Ríos,Victoria,1,13625,DESALOJO,2017-10-12,2017-10-12,2018-07-05,concilio,,,,,2018-07-05,Conciliación
30,Entre Ríos,Victoria,1,13684,INTERDICTO DE RECOBRAR,2017-11-27,2017-11-27,2018-08-27,no concilio,,,no concilio,2018-10-05,2018-10-19,Sent.Definitiva
30,Entre Ríos,Victoria,1,12184,USUCAPION,2015-06-12,2015-06-12,2018-08-31,no concilio,,,,2018-11-26,2018-12-07,Sent.Definitiva
30,Entre Ríos,Victoria,1,12345,ORDINARIO CUMPLIMIENTO DE CONTRATO,2015-08-14,2015-08-14,2018-12-03,concilio,,,,2018-12-03,2018-12-03,Conciliación
30,Entre Ríos,Victoria,1,13343,IMPUGNACION DE RECONOCIMIENTO,2017-04-26,2017-04-26,2018-08-30,no concilio,,,,2018-12-14,2018-12-26,Desistimiento
30,Entre Ríos,Victoria,1,13415,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-06-01,2017-06-01,2018-09-05,no concilio,2018-12-04,,no concilio,2018-12-04,2018-12-17,Sent.Definitiva
30,Entre Ríos,Victoria,1,12812,ORDINARIO CUMPLIMIENTO DE CONTRATO,2016-03-28,2016-03-28,2019-02-20,concilio,,,,,2019-02-20,Conciliación
30,Entre Ríos,Victoria,1,13084,ORDINARIO DAÑOS Y PERJUICIOS,2016-10-31,2016-10-31,2019-04-16,no concilio,2019-04-16,2019-08-28,,,,
30,Entre Ríos,Victoria,1,12523,ORDINARIO DAÑOS Y PERJUICIOS,2015-11-04,2015-11-04,2019-05-24,no concilio,,,,,,
30,Entre Ríos,Victoria,1,13926,USUCAPION,2018-05-28,2018-05-28,2019-08-09,no concilio,2019-08-09,2019-10-16,,,,
30,Entre Ríos,Victoria,1,14180,DESALOJO Y COBRO ALQUILERES,2018-10-30,2018-10-30,2019-08-30,no concilio,2019-08-30,2019-11-28,,,,
30,Entre Ríos,Victoria,1,12312,ORDINARIO ACCION REIVINDICATORIA,2015-07-31,2015-07-31,2019-09-03,no concilio,2019-09-03,2019-09-03,,,,
30,Entre Ríos,Victoria,1,12312,ORDINARIO ACCION REIVINDICATORIA,2015-07-31,2015-07-31,2019-09-04,concilio,2019-09-04,,,,2019-09-04,Conciliación
30,Entre Ríos,Victoria,1,11877,ORDINARIO (CIVIL),2015-02-06,2015-02-06,2019-03-29,no concilio,2019-03-29,2019-08-22,no concilio,,,
30,Entre Ríos,Victoria,1,14057,ORDINARIO DAÑOS Y PERJUICIOS,2018-08-17,2018-08-17,2019-04-05,no concilio,2019-04-05,2019-08-29,no concilio,,,
30,Entre Ríos,Victoria,1,12284,USUCAPION,2015-07-28,2015-07-28,2018-09-11,no concilio,2018-09-11,2018-12-10,,2018-12-17,2019-02-05,Sent.Definitiva
30,Entre Ríos,Victoria,1,13968,ORDINARIO DAÑOS Y PERJUICIOS,2018-06-19,2018-06-19,2019-05-03,no concilio,2019-05-03,2019-08-15,no concilio,2019-08-15,2019-08-28,Sent.Definitiva
30,Entre Ríos,Victoria,1,13709,IMPUGNACION DE RECONOCIMIENTO,2017-12-14,2017-12-14,,,,,,,,
30,Entre Ríos,Villaguay,1,7845,DESALOJO,2017-04-05,2017-04-05,2018-10-25,no concilio,,,,,,
30,Entre Ríos,Villaguay,1,7927,COBRO DE PESOS,2017-07-06,2017-07-06,,,,,,,,
30,Entre Ríos,Villaguay,1,8015,ORDINARIO DAÑ‘OS Y PERJUICIOS,2017-10-25,2017-10-25,2018-08-14,no concilio,,,concilio,2018-11-13,2018-11-29,Conciliación
30,Entre Ríos,Villaguay,1,8170,INCIDENTE FIJACION CANON LOCATIVO,2018-04-20,2018-04-20,,,,,,,,
30,Entre Ríos,Villaguay,1,8112,ORDINARIO DAÑOS Y PERJUICIOS,2018-02-27,2018-02-27,2019-02-07,concilio,,,,,2019-02-07,Conciliación
30,Entre Ríos,Villaguay,1,8252,SUMARISIMO,2018-07-26,2018-07-26,2019-04-01,no concilio,2019-04-01,2019-06-12,,,,
30,Entre Ríos,Villaguay,1,8254,ORDINARIO DAÑOS Y PERJUICIOS,2018-07-30,2018-07-30,2019-04-04,no concilio,2019-04-04,2019-06-19,,,,
30,Entre Ríos,Villaguay,1,8362,ORDINARIO DAÑOS Y PERJUICIOS,2018-11-21,2018-11-21,2019-06-04,no concilio,2019-06-04,2019-08-12,,,,
30,Entre Ríos,Villaguay,1,7721,DESALOJO,2016-11-29,2016-11-29,2019-06-10,no concilio,2019-06-10,2019-08-21,,,,
30,Entre Ríos,Villaguay,1,8303,USUCAPION,2018-09-24,2018-09-24,2019-07-04,no concilio,2019-07-04,,,,,
30,Entre Ríos,Villaguay,1,7427,USUCAPION,2016-02-12,2016-02-12,2019-08-07,no concilio,,,,,,
30,Entre Ríos,Villaguay,1,6409,USUCAPION,2013-07-01,2013-07-01,2018-11-20,no concilio,,2018-11-20,no concilio,,,
30,Entre Ríos,Villaguay,1,6189,EXPROPIACION,2012-12-13,2012-12-13,2019-02-11,no concilio,,,,,,
30,Entre Ríos,Villaguay,1,8274,USUCAPION,2018-08-21,2018-08-21,2019-03-11,no concilio,,,,,,
30,Entre Ríos,Villaguay,1,7861,ORDINARIO ACCION REIVINDICATORIA,2017-05-02,2017-05-02,2019-04-08,no concilio,2019-06-26,2019-06-26,no concilio,,,
30,Entre Ríos,Villaguay,1,7432,DESALOJO,2016-02-19,2016-02-19,2019-04-11,no concilio,2019-04-11,2019-06-13,no concilio,,,
30,Entre Ríos,Villaguay,1,8262,ORDINARIO DAÑOS Y PERJUICIOS,2018-08-06,2018-08-06,2019-05-16,no concilio,2019-05-16,2019-07-24,,,,
30,Entre Ríos,Villaguay,1,8093,ORDINARIO COBRO DE PESOS,2018-02-07,2018-02-07,2019-05-23,no concilio,2019-05-23,2019-07-29,,,,
30,Entre Ríos,Villaguay,1,8304,SUMARISIMO,2018-09-26,2018-09-26,2019-07-25,no concilio,2019-07-25,2019-09-23,,,,
30,Entre Ríos,Villaguay,1,7847,ORDINARIO DAÑOS Y PERJUICIOS,2017-04-11,2017-04-11,,,,,concilio,,2019-09-16,Conciliación
30,Entre Ríos,Villaguay,1,8406,INCIDENTE,2018-12-20,2018-12-20,,,,,no concilio,,,
30,Entre Ríos,Villaguay,1,7917,USUCAPION,2017-06-27,2017-06-27,2018-10-24,no concilio,,,,2019-02-15,2019-02-28,Sent.Definitiva
30,Entre Ríos,Villaguay,1,8155,USUCAPION,2018-04-13,2018-04-13,2018-11-06,no concilio,,2018-11-06,,2019-02-15,2019-02-15,Sent.Definitiva
30,Entre Ríos,Villaguay,1,6902,ORDINARIO COBRO DE PESOS,2014-08-29,2014-08-29,2019-03-21,concilio,,,,2019-04-23,2019-05-07,Conciliación
30,Entre Ríos,Villaguay,1,8209,ORDINARIO ACCION REIVINDICATORIA,2018-06-11,2018-06-11,2018-10-17,no concilio,,,,2019-03-13,2019-06-28,Sent.Definitiva
30,Entre Ríos,Villaguay,1,8240,USUCAPION,2018-06-29,2018-06-29,2019-03-25,no concilio,,,,2019-09-02,2019-09-18,Sent.Definitiva
30,Entre Ríos,Villaguay,1,8336,USUCAPION,2018-10-30,2018-10-30,2019-04-25,no concilio,2019-04-25,2019-06-06,no concilio,2019-09-09,2019-09-16,Sent.Definitiva
30,Entre Ríos,Villaguay,1,8219,ORDINARIO DAÑOS Y PERJUICIOS,2018-06-15,2018-06-15,,,,,concilio,2019-05-13,2019-05-20,Conciliación
30,Entre Ríos,Villaguay,1,8038,DESALOJO,2017-11-14,2017-11-14,,,,,,,,
30,Entre Ríos,Villaguay,1,8123,ORDINARIO CUMPLIMIENTO DE CONTRATO,2018-03-09,2018-03-09,,,,,,,,
30,Entre Ríos,Villaguay,2,3034,ORDINARIO,2012-12-14,2012-12-14,2018-08-23,no concilio,,,,2018-09-03,2018-10-29,Sent.Definitiva
30,Entre Ríos,Villaguay,2,3310,ORDINARIO IMPUGNACION DE PATERNIDAD,2013-08-08,2013-08-08,2018-08-21,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,4844,ORDINARIO DAÑOS Y PERJUICIOS,2017-07-05,2017-07-05,2018-11-07,concilio,,,,2018-11-07,2018-11-08,Conciliación
30,Entre Ríos,Villaguay,2,5042,USUCAPION,2017-12-29,2017-12-29,2018-08-16,no concilio,,,,2018-11-22,2018-11-30,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5104,ORDINARIO COBRO DE PESOS,2018-04-03,2018-04-03,2018-09-18,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,4765,USUCAPION,2017-04-28,2017-04-28,2018-08-28,no concilio,,,,2018-12-07,2018-12-18,Sent.Definitiva
30,Entre Ríos,Villaguay,2,4042,USUCAPION,2015-06-02,2015-06-02,2019-05-21,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,5126,ORDINARIO DAÑOS Y PERJUICIOS,2018-04-23,2018-04-23,2019-06-06,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,5420,ORDINARIO DAÑOS Y PERJUICIOS,2019-03-08,2019-03-08,2019-09-10,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,5458,ORDINARIO ACCION REIVINDICATORIA,2019-04-11,2019-04-11,2019-09-10,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,5398,ORDINARIO ACCIONES REALES Y POSESORIAS,2019-02-15,2019-02-15,2019-09-19,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,4741,ORDINARIO DAÑOS Y PERJUICIOS,2017-04-06,2017-04-06,2019-09-24,no concilio,,,,,,
30,Entre Ríos,Villaguay,2,4499,ORDINARIO DAÑ‘OS Y PERJUICIOS,2016-08-02,2016-08-02,2018-10-11,no concilio,,,no concilio,,,
30,Entre Ríos,Villaguay,2,5183,ORDINARIO (CIVIL),2018-06-22,2018-06-22,2019-03-28,no concilio,,,no concilio,,,
30,Entre Ríos,Villaguay,2,5271,SUMARISIMO COBRO DE PESOS,2018-10-02,2018-10-02,,,,,no concilio,,,
30,Entre Ríos,Villaguay,2,5068,ORDINARIO DAÑ‘OS Y PERJUICIOS,2018-02-23,2018-02-23,2018-10-10,no concilio,,,no concilio,2019-02-19,2019-03-01,Sent.Definitiva
30,Entre Ríos,Villaguay,2,4397,DIVISION DE CONDOMINIO,2016-04-11,2016-04-11,2019-02-19,concilio,,,,2018-02-19,2019-02-20,Conciliación
30,Entre Ríos,Villaguay,2,5085,USUCAPION,2018-03-13,2018-03-13,2018-12-06,no concilio,,,no concilio,2019-06-05,2019-06-12,Sent.Definitiva
30,Entre Ríos,Villaguay,2,4013/08,USUCAPION,2008-06-09,2008-06-09,2019-02-12,no concilio,,,no concilio,2019-05-20,2019-05-29,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5028,USUCAPION,2017-12-12,2017-12-12,2019-02-26,no concilio,,,no concilio,2019-06-10,2019-06-21,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5012,USUCAPION,2017-11-28,2017-11-28,2019-03-12,no concilio,,,no concilio,2019-06-28,2019-07-04,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5170,USUCAPION,2018-06-06,2018-06-06,2019-04-25,no concilio,,,no concilio,2019-07-24,2019-08-12,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5007,ORDINARIO DAÑOS Y PERJUICIOS,2017-11-17,2017-11-17,,,,,no concilio,2019-09-09,2019-09-18,Sent.Definitiva
30,Entre Ríos,Villaguay,2,5041,ORDINARIO DAÑOS Y PERJUICIOS,2017-12-29,2017-12-29,,,,,,,,
